Item Category,Latitude (WGS-84),Longitude (WGS-84),Early Date (BCE/CE),Late Date (BCE/CE),Specific Form,Form,Catalogue Id,Sub-form,Description,Thickness,More Description
Pottery,30.3287,35.4421,-200,360,Alabrastron rim,Small forms,,,13. Alabrastron rim. Diam. 2.6 cm. ,1.5, Gritty light reddish brown 5YR 6/4 fabric. Red 2.5YR 5/6 slipped exterior with very dark gray 10YR 3/1 palmette wreath decoration (similar to #14). Location: UT--- Residential Quarter--- Trench 89. Does not join with 14.
Pottery,30.3287,35.4421,-200,360,Stopper,Lids,02-P-18,,2. Stopper. Cat. No. 02-P-18. Diam. 2.1 cm.  Light red 2.5YR 7/8 fabric. Reddish brown 2.5YR 5/3 radiating lines from top of lid to widest point in a star pattern. Rouletting on lower tier. Location: UT--- Baroque Room--- Trench 89--- Locus 5.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,02-P-56,,Bowl. Cat. No. 02-P-56. Rim Diam. 7.2 cm. Base Diam. 4 cm. Light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter--- Trench 94--- Locus 21. Sequence No. 94262.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Small Jar Base,Small Jars,,,19. Small Jar Base. Diam. 2.4 cm. ,3, Red 2.5YR 5/8 ware with black core. Location: UT--- Baroque Room--- Trench 89 Locus 21. Sequence No. 94263. In pottery container 140. Cf.--- Mampsis (Erickson-Gini 1999--- Fig. 5. 2. 16).
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,04-P-3,,7. Unguentarium. Cat. No. 04-P-3. Diam. 1.9 cm. Exterior light red 2.5YR 7/8 ware. String-cut base. UT--- West Ramp--- Special Project 96--- Locus 2. Sequence No. SP96040. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 11).,,
Pottery,30.3287,35.4421,-200,360,Small Jar,Small Jars,04-P-4,,17. Small Jar. Cat. No. 04-P-4. Rim Diam. 5.6 cm. Base Diam. 3 cm. Red 2.5YR 5/8 ware. String cut base. Location: UT--- West Ramp--- Special Project 96--- Locus 2. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Figs. 9--- 9-10)--- dated to the CE second half of the first century.,,
Pottery,30.3287,35.4421,-200,360,Small Cooking Pot,Cooking Pots,04-P-06,,9. Small Cooking Pot. Cat. No. 04-P-06. Diam. 10.97 cm. Coarse light red 10R6/8 ware--- out-turned rim--- high collar--- sloping shoulder--- and rounded base. Ribbed body. Evidence for two rim-to-shoulder handles--- now missing. Base deformed before firing. Pot has been repaired. Location: UT--- Residential Quarter Steps--- Special Project 94--- Locus 8. Cf.--- Haond 1973--- 39--- 2; Hendrix 1996--- 210-11--- 292.,,
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,10. Dipper Jug. Diam. 9 cm. ,3, Light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip on exterior. Location: UT--- Residential Quarter Steps--- Special Project 94--- Locus 7. Sequence No. SP94019.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. In P. 20 pottery container--- no dimensions. Light red 2.5YR 5/6 ware with dark reddish gray 10R 3/1 core. Location: UT--- Great Cistern--- Special Project 85--- Locus 20. Sequence No. SP85133.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. In P. 20 pottery container--- no dimensions--- Light red 10R 6/8 ware with dark reddish gray 10R 3/1 core. Location: UT--- Great Cistern--- Special Project 85--- Locus 20. Sequence No. SP85133.,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. In P. 17 pottery container--- no dimensions. Red 10R 5/6 ware. Very pale brown 10YR 7/4 slip.  Location: UT--- Great Cistern--- Special Project 85--- Locus 19. Sequence No. SP85113.,,
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,01-P-65,,5. Unguentarium. Cat. No. 01-P-65. Dark gray 10YR4/1 ware with red 10R4/8 core. Diam. 2.0 cm. ,3, Height: 8.7 cm. Location: UT--- Great Cistern--- Special Project 85--- Locus 19. Sequence No. SP85125. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 7)--- dated to the second half of the CE first century.
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,01-P-68,,3. Unguentarium. Cat. No. 01-P-68. Neck Diam. 2 cm. ,3, Height: 4.6 cm. Yellowish red 5YR5/8 ware with pale yellow 2.5Y8/3 slip. String-cut base. Location: UT--- Great Cistern--- Special Project 85--- Locus 1. Sequence No. SP84036. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 7)--- dated to the first half of the CE first century.
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,01-P-64,,2. Unguentarium. Cat. No. 01-P-64.  Rim Diam. 2.4 cm. ,3, Height: 8 cm. Red 2.5YR5/8 ware. String-cut--- pointed base. Location: UT--- Great Cistern--- Special Project 85--- Locus 18. Sequence No. SP85161.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,,,
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,,,
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 12 cm. ,3, Red 2.5YR 6/8 ware with dark gray core. Pinkish white 5YR 8/2 slip on exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,,,
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,Bowl. Diam. 8 cm. ,2," Light red 2.5YR 6/8 ware. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 13)--- first half of CE first century."
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 10,,,Bowl. Diam. 19 cm. ,3, Light red 2.5YR 7/8 ware. Self-same slip on exterior with pinkish white 5YR 8/2 slip above carination. Location: UT--- Great Cistern--- SP85--- Locus 23. Sequence No. SP85172. Cf.--- Schmid--- 669.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With molded inverted rim,Bowl. Diam. 22 cm. ,2, Light red 2.5YR 6/8 ware. Self-same light red 2.5YR 7/8 exterior with pinkish white 2.5YR 8/2 band on rim. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. 85172. Cf.--- Schmid 657--- Phase 3; North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 4-6)--- second half of CE first century.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With molded inverted rim,Bowl. Diam. 20 cm. ,2, Fine light red 2.5YR 7/8 ware. Pink 5YR 8/3 band on rim. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With inward sloping rim and strong carination,Bowl. Diam. 20 cm. ,2, Fine orange ware. White slip on rim exterior. Phase 3b Nabataean decoration. Burnished line on exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With incurving rim and thin walls,Bowl. Diam. 18 cm. ,1, Orange fabric. White slip on rim exterior and Phase 3a Nabataean decoration on interior. Location: UT--- Great Cistern--- Special Project 85--- Locus 24. Sequence No. SP85172. Bottom of Great Cistern.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With inward sloping rim and strong carination,Bowl. Diam. 24 cm. ,2, White slip on rim exterior. Phase 3b Nabataean decoration. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With incurving rim and thin walls,Bowl. Diam. 22 cm. ,2, Orange fabric. White slip on rim exterior and Phase 3a Nabataean decoration on interior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172. Bottom of Great Cistern.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 5,,,,,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,20. Cooking Pot. Diam. 17 cm. ,5, Coarse light red 2.5YR 6/8 ware with a pale brown core. Very pale brown 10YR 8/2 slip on exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Lid,Lids,,,9. Lid. Diam. 22 cm. ,3, Coarse pale orange 5YR 7/6 ware. Band of very pale brown 10YR 8/2 slip on rim. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,15. Cooking Pot. Diam. 16 cm. ,5-Mar, Light orange 2.5YR 6/8 ware with shell--- quartz--- sand and straw inclusions. Pink 7.5YR 8/3 slip on exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,12. Cooking Pot. Diam. 16 cm. ,4-Mar, Light red 2.5YR 7/8 ware with shell--- straw--- black sand inclusions. Very pale brown 10YR 7/8 slip on exterior. Ribbed body. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,11. Cooking Pot. Diam. 16 cm. ,7-Apr, Light orange 2.5YR 6/8 ware with thick dark gray core. 7.5YR 8/2 slip on exterior. Ribbed body. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,5. Cooking Pot. Diam. 13 cm. ,4-Mar, Light red 2.5YR 6/8 ware with thick dark grey core. Brown slipped exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,10. Cooking Pot. Diam. 13 cm. ,5-Mar, Pale orange 2.5YR 6/8 ware with shell and grit inclusions. Pink 5YR 8/3 slip on exterior. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Sequence No. SP85172.
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,81. Jar/Jug Base. Diam. 7 cm. ,3-Feb," Light red 2.5YR 6/8 ware. Two drips of pink slip on exterior. Interior marked with slurry lines. Rouletting on underside of base. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172."
Pottery,30.3287,35.4421,-200,360,Jar/Jug Base,Jugs,,,80. Jar/Jug Base. Diam. 9 cm. ,5," Pale yellow 2.5Y 7/4 ware. Yellow exterior. Yellowish orange interior. Lime--- grit--- quartzite and grog inclusions. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172."
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,62. Jug Base. Diam. 5 cm. ,2," Dark orange ware. Rouletting on exterior--- along baseline--- is not regular. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172."
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,63. Jug Base. Diam. 3.3 cm. ,5-Feb," Light red 2.5YR 7/8 ware with thick black core and straw and gray grit inclusions. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172."
Pottery,30.3287,35.4421,-200,360,Jug Handle,Jugs,,,"50. Jug Handle. Neck Diam. c. 4 cm. Fine light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172.",,
Pottery,30.3287,35.4421,-200,360,Jug with Trefoil Spout,Jugs,,,34. Jug with Trefoil Spout. Diam. 3.4 cm. ,3," Fine light red 2.5YR 7/8 ware with rough exterior. Very pale brown 10YR 8/2 slip on exterior and interior neck. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172."
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,20. Jug. Diam. 4.2 cm. ,3-Feb," Coarse red 2.5YR 6/6 ware. Break at body. Two examples of this form in the same context. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 19)--- first half of CE first century; Phase 2C/3A."
Pottery,30.3287,35.4421,-200,360,Juglet,Jugs,,,6. Juglet. Rim Diam. 6 cm. Base Diam. 4.6 cm. ,2," Light red 2.5YR 7/8 ware with thick black core. Red slipped exterior. Rouletting on underside of base. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 14)--- first half of CE first century; Ez Zantur (Schmid 2001)--- Phase 2 dating c. 50 BCE-CE 20."
Pottery,30.3287,35.4421,-200,360,Juglet,Jugs,,,5. Juglet. Base Diam. 5 cm. ,3-Feb," Fine light red 2.5YR 6/8 ware. Vestiges of red slip on exterior. Rouletting around base with 5  long lines--- spaced 4  apart. Fine combing on side of handle. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23. Sequence No. SP85172. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 5--- 16)--- first half of CE first century."
Pottery,30.3287,35.4421,-200,360,Chalice,Cups/Chalices,,,13. Chalice. Diam. 12 cm. Fine pale orange 2.5YR 7/8 ware. Diagonal rouletting with 2  spacing between lines. Location: UT--- Great Cistern--- Special Project 85--- Locus 23. Bottom of cistern. Sequence No. SP85172. Cf.--- ÃƒÂ‚Ã‚Â“Deep bowlÃƒÂ‚Ã‚Â” (Schmid--- 646); North Ridge Tomb 1 (Bikai 2001--- Fig. 4--- 10).,,
Pottery,30.3287,35.4421,-200,360,Juglet,Jugs,,,"4. Juglet. Pottery container P-25 (no dimensions). Reddish yellow 5YR 6/8 ware with very dark grayish brown 10YR 3/2 core. Red 10R 5/8 slip on exterior. Location: UT--- ""Great Cistern---"" Special Project 85--- Locus 23--- Bottom of cistern. Sequence No. 85172.",,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,7. Cooking Pot. Diam. 9 cm. ,2, Fine light red 2.5YR 6/8 ware. Pendant rim with short convex neck. Loop handle with flat shape. Vessel surfaces have rough texture. Clay for handle was dry when attached. Pink 5YR 8/3 slipped exterior. Location: UT--- Residential Quarter--- Trench 89/94. Cf.--- Oboda (Negev 1986--- 1004 and 1007)--- but diameter larger; Ez Zantur (Stucky et al.--- 1994--- Fig. 15--- Q)--- but larger diameter; North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 10)--- but without ridges.
Pottery,30.3287,35.4421,-200,360,Chalice Base,Cups/Chalices,,,12. Chalice Base. Diam. 4 cm. ,4, Fine light red 2.5YR 6/8 ware with yellow core. Steps made by excising with tool. Location: UT--- Residential Quarter--- Trench 89/94 Locus 60. Sequence No. 94009.  Cf.--- North Ridge Tomb 2 (Bikai--- Figs. 7--- 1 and 7--- 6)--- second half of CE first century.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 10 cm. ,5, Yellowish red 5YR 5/6 ware with black core. Yellow 10YR 7/6 slip on exterior. Location: UT--- Trench 86--- Locus 68. Sequence No. 86063. Cf.--- Ez Zantur (Gerber 2001a--- Fig. 1)--- middle of CE fourth century.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 8,,,,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,02-P-46,With thickened rim,Bowl. Cat. No. 02-P-46. Diam. 17 cm. Light red 2.5YR 6/8 ware. Black/weak red 2.5YR 4/2 triangles and palmette wreath on the interior. Very pale brown 10YR 8/3 band on the rim exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 54--- Room 10. Sequence No. 89929. Cf.--- Khasna excavations.,,
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,,,10. Unguentarium. Rim Diam. 2.4 cm. Base Diam. 2.8 cm. Red 2.5YR 5/8 ware. Two fine incised lines around widest point. Burnished. Base incised with spiral. Location: UT--- Residential Quarter--- Trench 94--- Locus 54. Sequence No. 89917.,,
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,02-P-57,,9. Unguentarium. Cat. No. 02-P-57. Diam. 2.5 cm. Height: 11.82 cm. Light red 2.5YR 6/8 ware. Location: UT--- Residential Quarter Trench 94--- Locus 78. Sequence No. 94229. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 7). (Not represented).,,
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,,,8. Unguentarium. Diam. 2.4 cm. Exterior light red 2.5YR 6/8 ware. Area of pink 7.5YR 8/3 slip on part of neck. Coarse fabric. Late first century CE context. Location: UT--- Residential Quarter--- Trench 94--- Locus 77. Sequence No. 94223. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 12).,,
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 6,,,Bowl. Diam. 13 cm. ,2.5, Coarse red 2.5YR 5/6 ware. White slip on rim exterior. Location: Propylaeum Trench 95--- Locus 12. Sequence No. 95477. Cf.--- Schmid--- Phase 1.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 13 cm. ,6, Coarse fabric with thick gray 10YR 6/1 core. Exterior is pink 5YR 7/3--- while interior is reddish yellow 5YR 7/6. Location: UT--- Residential Quarter--- Trench 94--- Locus 65.  Sequence No. 94131. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 7)--- first century BCE.
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,02-P-17,,1. Unguentarium. Cat. No. 02-P-17. Diam. 2.3 cm. Light red 2.5YR 7/6 ware. Exterior very pale brown 10YR 8/2. Location: UT--- Residential Quarter--- Trench 94--- Locus 71--- Room 3 Floor Bedding. Sequence No. 89085. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 6). (Not represented.),,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,3. Cooking Pot. Diam. 10 cm. ,4-Feb, Light red 2.5YR 6/8 ware with no visible inclusions in core but lime on interior surface. Thick pale yellow 2.5Y 8/3 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 18. Sequence No. 94109. Cf.--- North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 9).
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,1. Cooking Pot. Diam. 13 cm. ,5-Apr, Coarse reddish yellow 5YR 7/6 ware with grog and numerous black pebbles. Pink 7.5YR 7/3 slipped exterior and light red 2.5YR 7/6 slipped interior. Handle is burnt. Location: UT--- Residential Quarter--- Trench 94--- Locus 65. Sequence No. 94131.
Pottery,30.3287,35.4421,-200,360,Strainer Jug Mouth,Strainer Jugs,,,4. Strainer Jug Mouth. Diam. 7 cm. ,5-Apr, Pale yellow 5Y 8/2 ware. Rouletted decoration around lower neck. Evidence of at least one broken handle. Location: UT--- Residential Quarter--- Trench 94--- Locus 18. Sequence No. 94109. Cf.--- Oboda (Negev 1986--- Fig. 538).
Pottery,30.3287,35.4421,-200,360,Strainer Jug Neck,Strainer Jugs,,,3. Strainer Jug Neck. Neck Diam. 5-7.3 cm. Hole Diam. 5 . ,3, Pale yellow 2.5Y 8/3 ware. Two banks of multiple wavy combed lines. Handle set on angle. Location: UT--- Residential Quarter--- Room 6--- Trench 94--- Locus 56. Sequence No. 94112.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 6,,,Bowl. Diam. 18 cm. Light red 2.5YR 7/6 ware. Light reddish brown 2.5YR 6/4 slip on the interior and exterior and applied more thickly on rim. Location: UT--- Residential Quarter--- Trench 94--- Locus 63--- Sequence No. 94088. Cf.--- Schmid 616--- dated to the second half of the first century BCE.,,
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,58. Jug Base. Diam. 3.5 cm. ,2, Fine light red 2.5YR 6/6 ware. Exterior fabric color: light reddish brown 2.5YR 7/4. Interior fabric color: reddish yellow 5YR 7/6. Light red 10R 6/6 slip on exterior. Exterior is burnished. String-cut knob base with excised ring. Location: UT--- Residential Quarter--- Trench 94--- Locus 63. Sequence No. 94088.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,36. Jug. Rim Diam. 8 cm. Base Diam. 5.3 cm. Height: 11.6 cm. ,2.5-3 , Fine light red 2.5YR 6/8 ware. Pinkish white 5YR 8/2 slip on exterior. Location: UT Residential Quarter--- Trench 94--- Locus 74. Sequence No. 94204. Cf.--- Khirbet edh-Dharih (Villeneuve 1990--- Pl. V--- 4 and Pl. II--- 2); Hendrix 1996--- 353; Petra (Haond 1973--- 40. 8)--- Late Roman.
Pottery,30.3287,35.4421,-200,360,Jug Base,Jugs,,,11. Jug Base. Diam. 6.5 cm. ,3, Reddish gray 2.5YR 6/. Exterior light red 2.5YR 7/6 slipped with vestiges of very pale brown 10YR 8/2 as well. Location: UT--- Residential Quarter--- Trench 94--- Locus 45. Room 8. Sequence No. 94002. Cf.--- Similar in form to #9.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 18 cm. ,4.5, Coarse reddish yellow 5YR 7/8 fabric with black core. Very pale brown 10YR 8/2 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 60. Sequence No. 94009.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,,,
Pottery,30.3287,35.4421,-200,360,Unguentarium,Small forms,02-P-34,,6. Unguentarium. Cat. No. 02-P-34. Diam. 2.3 cm. Reddish yellow 5YR 7/6 ware. Location: UT--- Residential Quarter--- Trench 94--- Locus 43--- Room 2 Fill. Sequence No. 89910. Cf.--- North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 11).,,
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,8. Cooking Pot. Diam. 13 cm. ,3.5-6 , Light red 2.5YR 7/8 ware with large lime and black grit inclusions. Very pale brown 10YR 8/3 slip on exterior and over rim top. Some burning on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Cf.--- Oboda (Negev 1986--- 1007)--- dated to Middle Nabataean--- 30 BCE-CE 50; Ez Zantur (Stucky et al.--- 1994--- Fig. 15--- Q)--- second half of first century BCE; North Ridge Tomb 2 (Bikai 2001--- Fig. 9--- 14)--- second half of CE first century; Khirbet edh-Dharih (Villeneuve 1990--- Pl. VI. 5-6)--- early CE second century.
Pottery,30.3287,35.4421,-200,360,Storage Jar / Cooking Pot,,,Cooking Pot,Cooking Pot. Diam. 29 cm. ,6, Light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip on exterior. Light reddish brown 2.5YR 6/4 slip on interior. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. There are three similar handles in Residential Quarter assemblage.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 15 cm. ,5, Coarse light red 2.5YR 6/8 ware with gray core along interior. Very pale brown 10YR 8/2 slip on exterior. Incised wave pattern on shoulder. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. Cf.--- Mampsis (Erickson-Gini 1999--- Fig. 9--- 1--- 12)--- early Roman--- but without incised decoration.
Pottery,30.3287,35.4421,-200,360,Cooking Pot,Cooking Pots,,,13. Cooking Pot. Diam. 15 cm. ,3, Light red 2.5YR 6/8 ware with thick black core in upper body. Pale yellow 2.5Y 9/2 slip on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. Cf.--- Ez Zantur (Stucky et al.--- 1994--- Fig. 16A)--- early CE second century.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 14 cm. ,7, Light red 2.5YR 6/6 ware. Pinkish white 7.5YR 8/2 slip on exterior while red 10R 5/6 slip on interior. No evidence of handle attachment to rim.  Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070. Cf.--- Petra Church (Gerber 2001a--- Fig. 1--- 2)--- first century BCE. Mampsis (Erickson-Gini 1999--- Fig. 9--- 1--- 12)--- early Roman.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,14. Dipper Jug. Diam. 7 cm. ,2.5, Light red 2.5YR 6/8 ware. Very pale brown 10YR 8/2 slip on exterior. Handle is not set vertically. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94070.
Pottery,30.3287,35.4421,-200,360,Storage Jar,,,Large Storage Jar,Storage Jar. Diam. 9 cm. ,3, Light red 2.5YR 7/8 ware. Pink 5YR 8/3 slip on exterior body and handle.  Incised wavy line on shoulder. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94110.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,,,7. Dipper Jug. Rim Diam. 6 cm. Base Diam. 3 cm. ,2, Gray 5YR 5/1 core throughout. Exterior color is light brownish gray 10YR 6/2. Location: UT--- Residential Quarter--- Trench 94--- Locus 43. Sequence No. 94110. Cf. North Ridge Tomb 1 (Bikai 2001--- Fig. 6--- 2-3)--- first half of CE first century.
Pottery,30.3287,35.4421,-200,360,Bowl,Gruppe 7,,With incurving rim and thin walls,Bowl. Diam. 13 cm. Light red 2.5YR 7/8 ware with red 10R 5/6 slip on the exterior rim. Location: UT--- Residential Quarter--- Trench 94--- Locus 67. Sequence No. 94138. Cf.--- Schmid 606--- dated to the mid first century BCE.,,
Pottery,30.3287,35.4421,-200,360,"Base, Stopper Cup?",Stopper Cups,,,,,
Pottery,30.3287,35.4421,-200,360,Base of Eastern Sigillata A Plate,Cooking Bowls,02-P-62,,130. Base of Eastern Sigillata A Plate. Cat. No. 02-P-62. Diam. 8 cm. Black gloss with stamped palmettes on tondo and three rows of rouletting around edge. Location: UT--- Residential Quarter--- Trench 94--- Locus 69--- Room 7. Sequence No. 94194.,,
Pottery,30.3287,35.4421,-200,360,Lid,Lids,02-P-41,,7. Lid. Cat. No. 02-P-41. Rim Diam. 16.7 cm. ,3, Light red 2.5YR 6/8 fabric with light red 2.5YR 6/6 core. Air hole punched in body was left unfinished. Very pale brown 10YR 8/2 slip applied freely on exterior. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10/11. Sequence No. 89864. Cf.--- Ez Zantur (Stucky et al.--- 1994--- Fig. 17 F)--- dated to the CE fourth century.
Pottery,30.3287,35.4421,-200,360,Strainer Jug,Strainer Jugs,,,,,
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,02-P-45,,38. Jug. Cat. No. 02-P-45. Rim Diam. 6.6 cm. Height: 20.5 cm. ,3, Light gray 10YR 7/2 ware. Exterior may have been white slipped; color is light gray 10YR 7/2. Blackened handle. Location: UT--- Residential Quarter--- Trench 94--- Locus 41. Room 10. Sequence No. 89827.
Pottery,30.3287,35.4421,-200,360,Jug,Jugs,,,43. Jug. Diam. 5.3-5.5 cm. ,2, Light red 2.5YR 7/8 ware. A second example has a 7 cm rim diameter. Location: UT--- Residential Quarter--- Trench 94--- Locus 41.
Pottery,30.3287,35.4421,-200,360,Dipper Jug,Jugs,02-P-36,,9. Dipper Jug. Cat. No. 02-P-36. Rim Diam. 7.4 cm. Base Diam. 3.5 cm. Pale red 10R 6/4 ware with black core. Widest part damaged with pressure before firing but after ridging. Location: Trench 94--- Locus 41.,,
